node1	node2	cs1	cs2	Q_ID
440200	440200	1	1	8155925
440200	401190	1	1	8155925
440200	440200	1	1	8155925
622242	622242	1	1	8156040
622242	622242	1	1	8156040
622242	622242	1	1	8156040
680053	680053	1	1	8156148
680119	577663	1	1	8156153
409702	678301	1	1	8156227
409702	409702	1	1	8156227
409702	409702	1	1	8156227
409702	460783	1	1	8156227
409702	659924	1	1	8156227
409702	520401	1	1	8156227
409702	672171	1	1	8156227
409702	633275	1	1	8156227
409702	409702	1	1	8156227
409702	409702	1	1	8156227
409702	678301	1	1	8156227
409702	678301	1	1	8156227
409702	412898	1	1	8156227
409702	678301	1	1	8156227
409702	460783	1	1	8156227
669197	669197	1	1	8156228
669197	211765	1	1	8156228
560774	560774	1	1	8156276
677918	499649	1	1	8156291
277288	589252	1	1	8156398
529843	633275	1	1	8156564
596253	596253	1	1	8156916
347596	347596	1	1	8156995
347596	347596	1	1	8156995
347596	577663	1	1	8156995
618837	678986	1	1	8157074
654110	651558	1	1	8157410
621062	621062	1	1	8157484
401836	678232	1	1	8157856
401836	347596	1	1	8157856
401836	401836	1	1	8157856
401836	401836	1	1	8157856
401836	401836	1	1	8157856
401836	401836	1	1	8157856
401836	401836	1	1	8157856
602746	555201	1	1	8158311
671087	671087	1	1	8158548
314372	314372	1	1	8158680
314372	303765	1	1	8158680
314372	678609	1	1	8158680
314372	314372	1	1	8158680
273155	646958	1	1	8158860
603706	603706	1	1	8158935
677027	677027	1	1	8158942
677027	677027	1	1	8158942
591544	591544	1	1	8158947
478493	478493	1	1	8158968
478493	478493	1	1	8158968
672737	672737	1	1	8159280
672737	638599	1	1	8159280
672737	638599	1	1	8159280
672737	672737	1	1	8159280
638599	396471	1	1	8159434
638599	396471	1	1	8159434
638599	638599	1	1	8159434
638599	396471	1	1	8159434
638599	638599	1	1	8159434
638599	638599	1	1	8159434
638599	396471	1	1	8159434
638599	396471	1	1	8159434
638599	638599	1	1	8159434
638599	638599	1	1	8159434
638599	638599	1	1	8159434
638599	396471	1	1	8159434
638599	396471	1	1	8159434
638599	396471	1	1	8159434
638599	396471	1	1	8159434
638599	396471	1	1	8159434
638599	396471	1	1	8159434
638599	638599	1	1	8159434
638599	638599	1	1	8159434
638599	638599	1	1	8159434
638599	396471	1	1	8159434
638599	638599	1	1	8159434
638599	396471	1	1	8159434
638599	638599	1	1	8159434
529085	529085	1	1	8159439
548925	666250	1	1	8159521
548925	666250	1	1	8159521
153862	486393	1	1	8159646
576939	576939	1	1	8159734
576939	217284	1	1	8159734
576939	576939	1	1	8159734
576939	524419	1	1	8159734
576939	576939	1	1	8159734
576939	576939	1	1	8159734
546991	546991	1	1	8159800
546991	546991	1	1	8159800
546991	546991	1	1	8159800
546991	546991	1	1	8159800
356566	557152	1	1	8159932
321743	329203	1	1	8160011
660833	660833	1	1	8160225
660833	647135	1	1	8160225
660833	660833	1	1	8160225
660833	660833	1	1	8160225
660833	647135	1	1	8160225
638599	638599	1	1	8160265
638599	647135	1	1	8160265
659331	659331	1	1	8160288
659331	666250	1	1	8160288
659331	666250	1	1	8160288
638599	565208	1	1	8160510
638599	663868	1	1	8160573
603718	647575	1	1	8160597
603718	531961	1	1	8160597
411181	411181	1	1	8160712
411181	411181	1	1	8160712
652067	652067	1	1	8160923
652067	652067	1	1	8160923
652067	651091	1	1	8160923
652067	652067	1	1	8160923
581615	447068	1	1	8160943
581615	581615	1	1	8160943
581615	638547	1	1	8160943
581615	638547	1	1	8160943
581615	638547	1	1	8160943
530635	531961	1	1	8161001
530635	669506	1	1	8161001
530635	530635	1	1	8161001
530635	530635	1	1	8161001
638599	484314	1	1	8161147
549631	680015	1	1	8161167
549631	549631	1	1	8161167
549631	680015	1	1	8161167
535708	653346	1	1	8161224
535708	653346	1	1	8161224
535708	535708	1	1	8161224
535708	535708	1	1	8161224
535708	535708	1	1	8161224
535708	535708	1	1	8161224
535708	653346	1	1	8161224
615282	624081	1	1	8161247
156821	156821	1	1	8161430
156821	672480	1	1	8161430
581615	669506	1	1	8161678
581615	581615	1	1	8161678
581615	581615	1	1	8161678
581615	680119	1	1	8161678
581615	669506	1	1	8161678
19511	19511	1	1	8161718
487936	230284	1	1	8161886
487936	487936	1	1	8161886
487936	487936	1	1	8161886
487936	487936	1	1	8161928
487936	487936	1	1	8161928
487936	487936	1	1	8161928
487936	230284	1	1	8161928
487936	487936	1	1	8161928
487936	487936	1	1	8161928
487936	487936	1	1	8161928
487936	487936	1	1	8161928
487936	487936	1	1	8161928
487936	652523	1	1	8161928
487936	487936	1	1	8161928
487936	627294	1	1	8161928
487936	487936	1	1	8161928
487936	487936	1	1	8161928
487936	487936	1	1	8161928
487936	487936	1	1	8161928
646248	542361	1	1	8162014
646248	678986	1	1	8162014
646248	648883	1	1	8162014
256237	256237	1	1	8162218
256237	256237	1	1	8162218
256237	256237	1	1	8162218
256237	256237	1	1	8162218
673215	303765	1	1	8162273
677089	645771	1	1	8162363
677089	677089	1	1	8162363
677089	270519	1	1	8162363
678609	488390	1	1	8162390
678609	678390	1	1	8162390
581615	678609	1	1	8162500
581615	440200	1	1	8162500
581615	627647	1	1	8162500
581615	615111	1	1	8162500
581615	455673	1	1	8162500
581615	626681	1	1	8162500
581615	581615	1	1	8162500
581615	626681	1	1	8162755
481758	481758	1	1	8162844
481758	672480	1	1	8162844
481758	303765	1	1	8162844
481758	303765	1	1	8162844
624769	624769	1	1	8162878
624769	646841	1	1	8162878
624769	624769	1	1	8162920
624769	583005	1	1	8162920
624769	624769	1	1	8162920
624769	624769	1	1	8162920
624769	674095	1	1	8162920
624769	455673	1	1	8162920
624769	624769	1	1	8162920
624769	674095	1	1	8162920
624769	455673	1	1	8162920
624769	583005	1	1	8162920
624769	674095	1	1	8162920
624769	624769	1	1	8162920
624769	455673	1	1	8162920
624769	455673	1	1	8162920
624769	624769	1	1	8162920
624769	455673	1	1	8162920
624769	624769	1	1	8162920
609589	613944	1	1	8163704
388083	530635	1	1	8164031
388083	676878	1	1	8164031
388083	672799	1	1	8164031
388083	672799	1	1	8164031
388083	568849	1	1	8164031
388083	659113	1	1	8164031
388083	388083	1	1	8164031
388083	672799	1	1	8164031
388083	674794	1	1	8164031
388083	613944	1	1	8164031
388083	663467	1	1	8164031
359599	359599	1	1	8164338
105909	105909	1	1	8164651
105909	669897	1	1	8164651
562511	216537	1	1	8164778
562511	589252	1	1	8164790
562511	589252	1	1	8164790
562511	589252	1	1	8164790
562511	555201	1	1	8164790
562511	562511	1	1	8164790
562511	555201	1	1	8164790
562511	671474	1	1	8164790
562511	613944	1	1	8164790
562511	613944	1	1	8164790
562511	589252	1	1	8164790
562511	555201	1	1	8164790
562511	555201	1	1	8164790
562511	613944	1	1	8164790
562511	589252	1	1	8164790
562511	589252	1	1	8164790
562511	555201	1	1	8164790
562511	555201	1	1	8164790
562511	589252	1	1	8164790
562511	555201	1	1	8164790
562511	555201	1	1	8164790
562511	555201	1	1	8164790
562511	613944	1	1	8164790
663467	663467	1	1	8165493
663467	663467	1	1	8165493
268091	268091	1	1	8165599
268091	268091	1	1	8165599
268091	268091	1	1	8165599
674769	680058	1	1	8165801
674769	602804	1	1	8165801
411181	659924	1	1	8165895
601606	243220	1	1	8166015
601606	602804	1	1	8166015
601606	667340	1	1	8166015
667340	667340	1	1	8166056
667340	667340	1	1	8166056
667340	407000	1	1	8166056
618831	677957	1	1	8166146
618831	618831	1	1	8166146
480238	659173	1	1	8166212
654286	654286	1	1	8166291
654286	654286	1	1	8166291
477807	477807	1	1	8166389
477807	477807	1	1	8166389
659924	659924	1	1	8166437
659924	659924	1	1	8166437
196654	455673	1	1	8166538
654110	650019	1	1	8166600
654110	654110	1	1	8166600
654110	650019	1	1	8166600
654110	654110	1	1	8166600
654110	654110	1	1	8166600
654110	654110	1	1	8166600
654110	654110	1	1	8166600
654110	654110	1	1	8166600
615282	663416	1	1	8166873
667773	272840	1	1	8166943
667773	667773	1	1	8166943
585941	626681	1	1	8167044
585941	604213	1	1	8167044
585941	585941	1	1	8167044
585941	680485	1	1	8167044
585941	585941	1	1	8167044
585941	634952	1	1	8167044
672926	585941	1	1	8167114
627265	649607	1	1	8167152
627265	649607	1	1	8167152
627265	627265	1	1	8167152
627265	627265	1	1	8167152
627265	627265	1	1	8167152
680693	411648	1	1	8167250
513730	677089	1	1	8167301
277467	519041	1	1	8167616
354008	521979	1	1	8167750
568133	375076	1	1	8167787
568133	568133	1	1	8167787
568133	375076	1	1	8167787
568133	397580	1	1	8167787
568133	568133	1	1	8167787
568133	568133	1	1	8167787
568133	568133	1	1	8167787
568133	568133	1	1	8167787
568133	568133	1	1	8167787
607868	607868	1	1	8167939
607868	660719	1	1	8167939
416194	671087	1	1	8168199
416194	680119	1	1	8168199
416194	522466	1	1	8168199
431876	431876	1	1	8168453
627294	627294	1	1	8168731
627294	63543	1	1	8168731
627294	63543	1	1	8168731
627294	534582	1	1	8168731
627294	627294	1	1	8168731
627294	534582	1	1	8168731
627294	627294	1	1	8168731
627294	534582	1	1	8168731
627294	63543	1	1	8168731
627294	627294	1	1	8168731
615481	676890	1	1	8168939
615481	385435	1	1	8168939
615481	385435	1	1	8168939
615481	615481	1	1	8168939
615481	615481	1	1	8168939
615481	676890	1	1	8168939
609589	87245	1	1	8169051
609589	609589	1	1	8169051
609589	260067	1	1	8169051
609589	260067	1	1	8169051
28900	28900	1	1	8169150
28900	666250	1	1	8169150
28900	666250	1	1	8169150
371724	371724	1	1	8169267
371724	260067	1	1	8169267
371724	260067	1	1	8169267
571510	650019	1	1	8169292
571510	650019	1	1	8169292
449545	449545	1	1	8169541
449545	333690	1	1	8169541
449545	216537	1	1	8169541
449545	333690	1	1	8169541
449545	449545	1	1	8169541
672978	373605	1	1	8169768
672978	373605	1	1	8169768
672978	672978	1	1	8169768
672978	626869	1	1	8169768
672978	672978	1	1	8169768
487936	627294	1	1	8170209
590009	478555	1	1	8170212
671193	671193	1	1	8170215
677918	677918	1	1	8170229
677918	677918	1	1	8170229
677918	677918	1	1	8170229
677918	677918	1	1	8170229
556262	641629	1	1	8170240
679277	298178	1	1	8170256
676531	676531	1	1	8170309
676531	359599	1	1	8170309
676531	676531	1	1	8170309
676531	359599	1	1	8170309
676531	359599	1	1	8170309
676531	359599	1	1	8170309
676531	676531	1	1	8170309
676531	359599	1	1	8170309
676531	676531	1	1	8170309
676531	676531	1	1	8170309
48099	530635	1	1	8170493
242719	242719	1	1	8170757
671087	671662	1	1	8170767
581615	581615	1	1	8170779
581615	581615	1	1	8170779
581615	663467	1	1	8170779
581615	581615	1	1	8170779
581615	663467	1	1	8170779
581615	581615	1	1	8170779
596766	596766	1	1	8171241
488130	488130	1	1	8171379
641436	641436	1	1	8171433
396132	596444	1	1	8171924
332181	332181	1	1	8172124
548925	548925	1	1	8172177
548925	548925	1	1	8172177
548925	548925	1	1	8172177
679597	648883	1	1	8172415
671693	671693	1	1	8172433
671693	650019	1	1	8172433
5546	618770	1	1	8172437
5546	5546	1	1	8172437
672721	669125	1	1	8172527
672721	349221	1	1	8172527
672721	349221	1	1	8172527
672721	385435	1	1	8172527
672721	600834	1	1	8172527
382176	363528	1	1	8172576
382176	671087	1	1	8172580
382176	382176	1	1	8172580
382176	671087	1	1	8172580
382176	669125	1	1	8172580
596061	298178	1	1	8172601
618837	618837	1	1	8172635
326325	679749	1	1	8172866
326325	326325	1	1	8172866
326325	531961	1	1	8172866
615282	615282	1	1	8172896
615282	615282	1	1	8172896
615282	615282	1	1	8172896
615282	615282	1	1	8172896
615282	596061	1	1	8172903
615282	615282	1	1	8172903
650019	637481	1	1	8172990
650019	526343	1	1	8172990
493203	535415	1	1	8173003
347596	676353	1	1	8173034
347596	347596	1	1	8173034
347596	676353	1	1	8173034
347596	676353	1	1	8173034
347596	347596	1	1	8173034
347596	676353	1	1	8173034
347596	347596	1	1	8173034
347596	347596	1	1	8173034
347596	347596	1	1	8173034
347596	347596	1	1	8173034
347596	347596	1	1	8173034
347596	676353	1	1	8173034
347596	347596	1	1	8173034
347596	676353	1	1	8173034
347596	676353	1	1	8173034
347596	347596	1	1	8173034
347596	347596	1	1	8173034
347596	676353	1	1	8173034
347596	676353	1	1	8173034
240906	680928	1	1	8173084
240906	680928	1	1	8173084
240906	240906	1	1	8173084
680928	680928	1	1	8173089
680928	680928	1	1	8173089
680928	680928	1	1	8173089
680928	521979	1	1	8173089
680928	521979	1	1	8173089
680928	680928	1	1	8173089
680928	623841	1	1	8173089
680928	521979	1	1	8173089
480238	130224	1	1	8173199
480238	480238	1	1	8173199
334612	334612	1	1	8173227
334612	334612	1	1	8173227
334612	334612	1	1	8173227
585941	585941	1	1	8173486
585941	585941	1	1	8173486
585941	666250	1	1	8173486
585941	339854	1	1	8173486
585941	666250	1	1	8173486
585941	585941	1	1	8173486
585941	349221	1	1	8173486
585941	585941	1	1	8173486
626944	626944	1	1	8173714
626944	626944	1	1	8173714
626944	626944	1	1	8173714
626944	626944	1	1	8173714
626944	626944	1	1	8173714
626944	626944	1	1	8173714
5546	665970	1	1	8173864
5546	5546	1	1	8173864
5546	555201	1	1	8173864
12326	633275	1	1	8174346
581615	641629	1	1	8174655
481758	481758	1	1	8174946
481758	312340	1	1	8174946
481758	378472	1	1	8174946
481758	662979	1	1	8174946
481758	481758	1	1	8174946
481758	575305	1	1	8174946
481758	534582	1	1	8174946
481758	481758	1	1	8174946
481758	298178	1	1	8174946
481758	481758	1	1	8174946
481758	275484	1	1	8174946
481758	344774	1	1	8174946
481758	284425	1	1	8174946
481758	647575	1	1	8174946
560587	560587	1	1	8175124
650097	650097	1	1	8175167
650097	650097	1	1	8175167
579447	579447	1	1	8175207
579447	579447	1	1	8175207
579447	579447	1	1	8175207
579447	579447	1	1	8175207
579447	579447	1	1	8175207
579447	579447	1	1	8175207
579447	579447	1	1	8175207
579447	579447	1	1	8175207
579447	579447	1	1	8175207
579447	579447	1	1	8175207
579447	579447	1	1	8175207
579447	579447	1	1	8175207
579447	579447	1	1	8175207
579447	579447	1	1	8175207
579447	579447	1	1	8175207
579447	579447	1	1	8175207
579447	579447	1	1	8175207
579447	579447	1	1	8175207
579447	579447	1	1	8175207
579447	579447	1	1	8175207
678195	678195	1	1	8175251
678195	678195	1	1	8175251
678195	677264	1	1	8175251
678195	678195	1	1	8175251
678195	678195	1	1	8175251
678195	678195	1	1	8175251
560587	583277	1	1	8175361
560587	677992	1	1	8175361
667317	667317	1	1	8175402
581615	581615	1	1	8175436
581615	581615	1	1	8175436
581615	581615	1	1	8175436
581615	581615	1	1	8175436
678354	678354	1	1	8175440
639120	532431	1	1	8175489
461184	461184	1	1	8175507
461184	461184	1	1	8175507
461184	461184	1	1	8175507
461184	461184	1	1	8175507
461184	679333	1	1	8175507
461184	461184	1	1	8175507
461184	679333	1	1	8175507
461184	461184	1	1	8175507
461184	461184	1	1	8175507
461184	461184	1	1	8175507
461184	679333	1	1	8175507
461184	461184	1	1	8175507
461184	461184	1	1	8175507
461184	461184	1	1	8175507
461184	461184	1	1	8175507
461184	461184	1	1	8175507
461184	461184	1	1	8175507
461184	461184	1	1	8175507
529869	529869	1	1	8175591
529869	529869	1	1	8175591
529869	529869	1	1	8175591
529869	529869	1	1	8175591
529869	529869	1	1	8175591
529869	529869	1	1	8175591
529869	529869	1	1	8175591
529869	529869	1	1	8175591
529869	529869	1	1	8175591
529869	651558	1	1	8175591
529869	529869	1	1	8175591
680693	680693	1	1	8175726
671693	312340	1	1	8175773
671693	651293	1	1	8175773
651091	651091	1	1	8175799
651091	666250	1	1	8175799
651091	666250	1	1	8175799
651091	666250	1	1	8175799
453106	661647	1	1	8175817
453106	655973	1	1	8175817
647135	647135	1	1	8175908
647135	647135	1	1	8175908
647135	478666	1	1	8175908
647135	478666	1	1	8175908
674333	680513	1	1	8175921
581615	548925	1	1	8176125
581615	641437	1	1	8176125
680485	680485	1	1	8176240
680485	680485	1	1	8176240
680485	680485	1	1	8176240
601921	535415	1	1	8176451
530635	632353	1	1	8176623
530635	530635	1	1	8176623
530635	653346	1	1	8176623
530635	530635	1	1	8176623
538742	577595	1	1	8176690
538742	538742	1	1	8176690
538742	674046	1	1	8176690
410622	410622	1	1	8176858
410622	410622	1	1	8176858
410622	646850	1	1	8176858
410622	482278	1	1	8176858
410622	646850	1	1	8176858
410622	410622	1	1	8176858
410622	646850	1	1	8176858
323556	260067	1	1	8177056
323556	480238	1	1	8177056
597499	384215	1	1	8177081
196007	196007	1	1	8177140
196007	590378	1	1	8177140
196007	196007	1	1	8177140
196007	196007	1	1	8177140
196007	590378	1	1	8177140
196007	196007	1	1	8177140
196007	590378	1	1	8177140
650019	650019	1	1	8177227
650019	526343	1	1	8177227
650019	534582	1	1	8177227
628759	662397	1	1	8177280
628759	628759	1	1	8177280
628759	284026	1	1	8177280
628759	628759	1	1	8177280
