node1	node2	cs1	cs2	Q_ID
539497	638547	1	1	9757864
281894	602261	1	1	9757908
713219	604213	1	1	9757941
713219	604213	1	1	9757941
655506	372636	1	1	9758005
795446	658263	1	1	9758008
479852	567542	1	1	9758025
690225	783509	1	1	9758063
506165	797171	1	1	9758075
537860	752038	1	1	9758096
819162	535238	1	1	9758134
819162	720917	1	1	9758235
819162	725140	1	1	9758235
819162	255362	1	1	9758235
819162	819162	1	1	9758235
819162	720604	1	1	9758349
230284	787223	1	1	9758458
30751	814711	1	1	9758575
122349	806417	1	1	9758588
122349	122349	1	1	9758588
465767	349795	1	1	9758794
698538	814307	1	1	9758973
807564	768444	1	1	9759015
807564	550645	1	1	9759015
322403	742428	1	1	9759054
401983	780718	1	1	9759301
805831	792176	1	1	9759449
735414	801987	1	1	9759584
798587	813387	1	1	9759679
804394	557068	1	1	9759709
804394	611137	1	1	9759709
807845	674476	1	1	9759732
807845	678986	1	1	9759732
253064	788028	1	1	9759945
253064	396886	1	1	9759945
253064	788028	1	1	9759945
253064	788028	1	1	9759945
253064	655753	1	1	9759945
628280	571085	1	1	9759946
628280	818455	1	1	9759946
628280	581615	1	1	9759946
253064	783008	1	1	9760054
253064	789255	1	1	9760054
253064	667110	1	1	9760054
253064	817162	1	1	9760054
253064	765990	1	1	9760054
253064	679476	1	1	9760090
253064	189757	1	1	9760090
659488	752038	1	1	9760185
806004	669897	1	1	9760223
806004	311909	1	1	9760223
806004	806503	1	1	9760223
458966	498507	1	1	9760329
458966	798429	1	1	9760329
683694	498507	1	1	9760342
783453	614988	1	1	9760358
28240	595286	1	1	9760529
617482	753726	1	1	9760623
748645	748645	1	1	9761137
748645	601849	1	1	9761137
748645	728874	1	1	9761137
537798	797032	1	1	9761184
625620	764531	1	1	9761439
788764	629455	1	1	9761507
788764	705537	1	1	9761507
788764	790200	1	1	9761507
779594	762726	1	1	9761559
779594	800117	1	1	9761559
739478	344774	1	1	9761573
802922	557068	1	1	9761654
816178	811195	1	1	9761718
816178	345014	1	1	9761718
345014	742346	1	1	9761748
345014	688048	1	1	9761748
345014	658263	1	1	9761748
705537	685195	1	1	9761964
705537	705537	1	1	9761964
654601	795929	1	1	9762055
528018	765990	1	1	9762091
528018	596444	1	1	9762091
374491	663433	1	1	9762329
698580	657137	1	1	9762421
279443	759249	1	1	9762438
549818	778470	1	1	9762494
549818	778470	1	1	9762494
582060	508050	1	1	9762551
273155	814057	1	1	9762657
706626	705537	1	1	9762703
765294	614809	1	1	9762706
806654	661672	1	1	9762792
806654	476136	1	1	9762792
806654	784046	1	1	9762792
679605	763034	1	1	9762847
556704	697764	1	1	9762885
556704	650513	1	1	9762885
269801	678986	1	1	9762957
269801	269801	1	1	9762957
269801	780921	1	1	9762957
516839	669897	1	1	9763103
548925	814418	1	1	9763135
754554	256237	1	1	9763136
753664	749374	1	1	9763226
601125	749374	1	1	9763362
516839	784392	1	1	9763363
714399	703340	1	1	9763416
817426	817426	1	1	9763467
634563	682482	1	1	9763475
634563	428221	1	1	9763475
634563	693607	1	1	9763475
623567	728167	1	1	9763483
789426	814418	1	1	9763506
808062	814418	1	1	9763568
815168	707787	1	1	9763601
401331	428221	1	1	9763725
401331	667773	1	1	9763725
401331	517096	1	1	9763725
401331	401827	1	1	9763725
401331	728167	1	1	9763725
671693	797171	1	1	9763882
816467	803702	1	1	9763908
817426	485992	1	1	9763934
799388	738065	1	1	9763935
541441	791094	1	1	9763945
541441	789953	1	1	9763945
541441	651753	1	1	9763945
541441	596766	1	1	9763945
541441	771883	1	1	9763945
629160	472245	1	1	9763958
704776	650708	1	1	9764026
805906	802127	1	1	9764045
805906	805906	1	1	9764045
805906	682797	1	1	9764045
805906	613757	1	1	9764045
784849	263285	1	1	9764078
784849	810380	1	1	9764078
333690	541205	1	1	9764304
333690	263285	1	1	9764304
333690	781929	1	1	9764304
464631	707787	1	1	9764342
650708	692791	1	1	9764455
650708	243148	1	1	9764455
608250	819965	1	1	9764558
608250	734489	1	1	9764558
791624	243148	1	1	9764559
791624	243148	1	1	9764559
791624	797171	1	1	9764559
421544	440200	1	1	9764605
421544	768166	1	1	9764605
421544	608250	1	1	9764605
732707	529829	1	1	9764648
732707	396886	1	1	9764648
359358	683094	1	1	9764656
359358	814418	1	1	9764656
608250	725140	1	1	9764776
476209	349221	1	1	9764777
816583	754165	1	1	9764878
699871	669897	1	1	9764895
699871	691837	1	1	9764895
355730	691837	1	1	9764918
355730	691837	1	1	9764918
355730	579624	1	1	9764918
804747	804747	1	1	9764946
804747	804747	1	1	9764946
804747	804747	1	1	9764946
784595	765336	1	1	9764967
725646	725140	1	1	9765031
696906	810670	1	1	9765099
637812	650708	1	1	9765155
637812	716052	1	1	9765155
363180	633760	1	1	9765292
598653	814711	1	1	9765319
598653	703340	1	1	9765319
598653	814725	1	1	9765319
815608	728874	1	1	9765339
269801	735674	1	1	9765434
516839	731188	1	1	9765580
679383	784392	1	1	9765592
363556	596444	1	1	9765694
363556	596444	1	1	9765694
363556	784392	1	1	9765694
726993	362821	1	1	9765695
726993	784392	1	1	9765695
244626	765336	1	1	9765711
814178	813542	1	1	9765743
253523	517096	1	1	9765747
253523	765336	1	1	9765747
720015	616930	1	1	9765798
720015	706108	1	1	9765798
720015	529829	1	1	9765798
720015	773297	1	1	9765798
720015	765210	1	1	9765798
720015	788448	1	1	9765798
720015	428540	1	1	9765798
814790	744340	1	1	9765858
814790	744340	1	1	9765858
323250	765990	1	1	9765901
323250	608250	1	1	9765901
323250	323250	1	1	9765901
459255	459255	1	1	9766070
459255	744340	1	1	9766070
153239	706031	1	1	9766180
754554	679277	1	1	9766224
719326	699891	1	1	9766434
452893	608250	1	1	9766462
452893	608250	1	1	9766462
793008	487605	1	1	9766486
793008	699891	1	1	9766486
671305	428540	1	1	9766507
671305	761026	1	1	9766507
671305	666418	1	1	9766507
678888	815833	1	1	9766649
600651	620196	1	1	9766654
598624	732349	1	1	9766699
790200	692693	1	1	9766710
805669	378754	1	1	9766779
618831	618831	1	1	9766818
618831	797404	1	1	9766818
618831	707844	1	1	9766818
618831	765210	1	1	9766818
618831	683746	1	1	9766818
618831	798848	1	1	9766818
682347	478824	1	1	9766911
682347	298178	1	1	9766911
682347	783939	1	1	9766911
618831	760156	1	1	9766993
618831	536141	1	1	9766993
535809	609506	1	1	9767143
535809	609506	1	1	9767143
579971	488363	1	1	9767177
579971	716052	1	1	9767177
579971	529829	1	1	9767177
682756	805303	1	1	9767217
682756	529085	1	1	9767217
682756	529085	1	1	9767217
805303	671600	1	1	9767228
806352	796677	1	1	9767361
806352	557152	1	1	9767361
514102	760156	1	1	9767387
303118	810620	1	1	9767460
303118	693031	1	1	9767460
740591	695820	1	1	9767520
815163	665054	1	1	9767649
815163	748301	1	1	9767649
815163	702664	1	1	9767649
815163	800117	1	1	9767649
500161	696968	1	1	9767680
500161	696968	1	1	9767680
615182	669327	1	1	9767742
615182	805257	1	1	9767742
615182	457689	1	1	9767742
805257	339237	1	1	9767759
500161	682756	1	1	9767774
749038	673529	1	1	9767853
749038	565208	1	1	9767853
749038	765336	1	1	9767853
749038	797032	1	1	9767853
154099	771788	1	1	9768144
154099	709001	1	1	9768144
794820	706031	1	1	9768347
230284	787223	1	1	9768405
230284	628647	1	1	9768405
230284	622836	1	1	9768405
230284	667110	1	1	9768405
230284	734891	1	1	9768405
230284	689704	1	1	9768405
230284	539497	1	1	9768405
803163	755688	1	1	9768478
644831	665054	1	1	9768529
603499	594409	1	1	9768791
800572	691837	1	1	9768911
661347	720628	1	1	9768922
661347	695296	1	1	9768922
491902	728167	1	1	9768999
491902	491902	1	1	9768999
802113	781929	1	1	9769047
802113	531435	1	1	9769047
658117	768166	1	1	9769077
658117	765210	1	1	9769077
658117	789900	1	1	9769077
677976	375517	1	1	9769104
677976	736556	1	1	9769104
677976	627265	1	1	9769104
677976	755934	1	1	9769104
677976	401827	1	1	9769104
677976	746600	1	1	9769104
784307	738992	1	1	9769252
784307	738992	1	1	9769252
784307	815314	1	1	9769252
627520	618831	1	1	9769433
751356	768493	1	1	9769531
775420	749407	1	1	9769547
156821	260067	1	1	9769572
156821	696906	1	1	9769572
156821	542973	1	1	9769572
588662	727939	1	1	9769592
752678	727939	1	1	9769703
752678	808592	1	1	9769703
752678	754842	1	1	9769703
752678	801545	1	1	9769703
752678	815314	1	1	9769703
752678	622836	1	1	9769703
752678	799312	1	1	9769703
752678	548925	1	1	9769703
752678	801854	1	1	9769703
752678	768443	1	1	9769703
752678	762873	1	1	9769703
752678	526343	1	1	9769703
752678	318442	1	1	9769703
752678	752678	1	1	9769703
752678	657333	1	1	9769703
752678	799333	1	1	9769703
752678	629984	1	1	9769703
752678	752678	1	1	9769703
752678	752678	1	1	9769703
752678	742346	1	1	9769703
752678	655219	1	1	9769703
752678	421346	1	1	9769703
752678	69332	1	1	9769703
752678	717991	1	1	9769703
752678	730602	1	1	9769703
752678	541205	1	1	9769703
793594	618831	1	1	9769771
793594	598624	1	1	9769771
788943	802778	1	1	9769839
788943	476136	1	1	9769839
788943	671693	1	1	9769839
797951	749407	1	1	9769926
797951	705537	1	1	9769926
798429	751822	1	1	9770012
725266	684673	1	1	9770053
725266	628458	1	1	9770053
661347	809343	1	1	9770168
582877	803965	1	1	9770196
582877	664081	1	1	9770196
582877	789422	1	1	9770196
796414	608250	1	1	9770239
773136	773136	1	1	9770246
450207	450207	1	1	9770496
450207	701602	1	1	9770496
811875	633105	1	1	9770680
817162	820802	1	1	9770681
817162	770120	1	1	9770681
711765	780718	1	1	9770831
28900	775420	1	1	9770936
770079	541205	1	1	9771014
749407	780921	1	1	9771135
749407	790946	1	1	9771135
749407	548925	1	1	9771135
783154	607318	1	1	9771218
798989	789568	1	1	9771417
693670	699882	1	1	9771504
693670	393729	1	1	9771504
693670	738065	1	1	9771504
693670	810449	1	1	9771504
693670	652523	1	1	9771504
753993	727939	1	1	9771810
753993	753993	1	1	9771810
753993	727939	1	1	9771810
719841	735361	1	1	9771846
719841	689743	1	1	9771846
803316	779302	1	1	9771944
803316	803316	1	1	9771944
803316	821063	1	1	9771944
583780	548776	1	1	9772031
583780	348836	1	1	9772031
583780	791978	1	1	9772031
678860	788764	1	1	9772451
744016	777557	1	1	9772455
772038	823249	1	1	9772578
725195	725195	1	1	9772613
767052	577595	1	1	9772796
767052	579971	1	1	9772796
807663	636106	1	1	9773037
725195	696968	1	1	9773160
757387	757387	1	1	9773223
757387	783939	1	1	9773223
757387	797915	1	1	9773223
757387	797171	1	1	9773223
413321	413321	1	1	9773336
752508	787789	1	1	9773469
766865	738099	1	1	9773777
804290	411924	1	1	9773796
603499	725140	1	1	9774221
750783	512863	1	1	9774399
750783	678714	1	1	9774399
750783	736553	1	1	9774399
750783	601296	1	1	9774399
750783	678714	1	1	9774399
750783	797171	1	1	9774399
628280	795716	1	1	9774488
503431	797171	1	1	9774541
803163	240906	1	1	9774613
803163	371095	1	1	9774613
803163	196654	1	1	9774613
803163	565208	1	1	9774613
803163	813757	1	1	9774613
674769	371095	1	1	9774650
680198	713016	1	1	9774729
680198	794663	1	1	9774729
285024	318638	1	1	9774909
285024	613750	1	1	9774909
285024	787223	1	1	9774909
510462	597844	1	1	9774948
510462	510462	1	1	9774948
265543	802281	1	1	9775185
265543	694551	1	1	9775185
805257	762091	1	1	9775208
805257	697348	1	1	9775208
789237	795571	1	1	9775211
789237	781910	1	1	9775211
813578	339854	1	1	9775235
813578	714863	1	1	9775235
351280	334660	1	1	9775315
575520	795802	1	1	9775382
575520	797293	1	1	9775382
575520	658263	1	1	9775382
539360	646248	1	1	9775582
539360	321743	1	1	9775582
539360	348836	1	1	9775582
754554	699891	1	1	9776017
811653	663905	1	1	9776115
480238	684908	1	1	9776195
794091	818455	1	1	9776323
794091	621153	1	1	9776323
794091	793544	1	1	9776323
512418	735902	1	1	9776549
28900	753726	1	1	9776592
28900	802281	1	1	9776592
590009	667773	1	1	9776952
676111	784601	1	1	9777111
676111	285024	1	1	9777111
676111	730602	1	1	9777111
676111	797171	1	1	9777111
676111	616930	1	1	9777111
725195	667773	1	1	9777138
725195	667773	1	1	9777138
678661	593506	1	1	9777194
678661	593506	1	1	9777194
678661	593506	1	1	9777194
678661	802524	1	1	9777194
678661	593506	1	1	9777194
762559	709001	1	1	9777228
762559	815665	1	1	9777228
730313	751525	1	1	9777254
730313	787666	1	1	9777254
466808	498507	1	1	9777291
466808	565208	1	1	9777291
466808	810670	1	1	9777291
503266	531435	1	1	9777322
739991	783939	1	1	9777634
739991	738065	1	1	9777634
739991	783939	1	1	9777634
739991	684931	1	1	9777634
739991	682976	1	1	9777634
739991	529869	1	1	9777634
739991	738065	1	1	9777634
813760	803965	1	1	9777694
654426	613938	1	1	9777702
654426	662597	1	1	9777702
654426	753018	1	1	9777702
654426	613938	1	1	9777702
724451	377211	1	1	9777763
724451	808341	1	1	9777763
724451	582812	1	1	9777763
788028	414983	1	1	9777821
788028	788404	1	1	9777824
788028	707844	1	1	9777824
769251	775185	1	1	9778074
675552	647646	1	1	9778248
665749	787557	1	1	9778285
385498	818455	1	1	9778389
385498	670616	1	1	9778389
724451	808341	1	1	9778448
724451	613938	1	1	9778448
724451	751027	1	1	9778448
689627	579624	1	1	9778467
689627	766653	1	1	9778467
625620	787223	1	1	9778476
625620	593506	1	1	9778476
790272	797915	1	1	9778534
790272	658263	1	1	9778534
790272	795598	1	1	9778534
784917	766653	1	1	9778547
503431	797269	1	1	9778599
503431	712282	1	1	9778599
503431	230284	1	1	9778599
60453	807123	1	1	9778848
119835	777084	1	1	9778861
700560	739478	1	1	9778926
668241	804124	1	1	9778988
662702	615111	1	1	9779209
776291	704714	1	1	9779252
393729	800022	1	1	9779562
710641	799233	1	1	9779598
710641	744250	1	1	9779598
725060	720841	1	1	9779727
725060	720841	1	1	9779727
725060	720841	1	1	9779727
725060	717293	1	1	9779727
725060	720841	1	1	9779727
725060	662597	1	1	9779727
725060	749354	1	1	9779727
725060	526343	1	1	9779727
725060	738065	1	1	9779727
725060	720841	1	1	9779727
725060	674476	1	1	9779727
725060	720841	1	1	9779727
725060	629984	1	1	9779727
725060	346621	1	1	9779727
725060	720841	1	1	9779727
725060	720841	1	1	9779727
725060	726365	1	1	9779727
725060	746600	1	1	9779727
725060	699509	1	1	9779727
655616	713406	1	1	9779780
655616	512478	1	1	9779780
655616	614809	1	1	9779780
655616	779893	1	1	9779780
660833	595286	1	1	9780066
660833	738065	1	1	9780066
660833	816364	1	1	9780066
660833	801854	1	1	9780066
660833	701602	1	1	9780066
660833	809733	1	1	9780066
688494	518840	1	1	9780123
688494	518840	1	1	9780123
704812	784046	1	1	9780334
704812	782350	1	1	9780334
704812	797269	1	1	9780334
771960	802994	1	1	9780374
771960	647646	1	1	9780374
771960	735674	1	1	9780374
798472	759780	1	1	9780516
608219	684673	1	1	9780621
608219	787754	1	1	9780621
759780	803907	1	1	9780832
759780	803700	1	1	9780832
759780	704812	1	1	9780832
752038	699509	1	1	9781173
752038	638752	1	1	9781173
752038	755905	1	1	9781173
773604	406829	1	1	9781318
377173	693670	1	1	9781356
377173	401827	1	1	9781356
656935	713630	1	1	9781377
656935	800194	1	1	9781377
394588	348836	1	1	9781407
600186	382176	1	1	9781570
600186	797032	1	1	9781570
773604	314447	1	1	9781596
805669	531435	1	1	9781632
805669	526343	1	1	9781632
805669	512478	1	1	9781632
589334	657137	1	1	9781666
717293	815314	1	1	9781671
717293	752678	1	1	9781671
717293	699509	1	1	9781671
717293	803538	1	1	9781671
717293	789876	1	1	9781671
717293	629984	1	1	9781671
717293	725060	1	1	9781671
717293	674046	1	1	9781671
717293	752038	1	1	9781671
717293	677266	1	1	9781671
717293	529869	1	1	9781671
717293	520790	1	1	9781671
717293	678714	1	1	9781671
727924	803965	1	1	9781755
744016	794663	1	1	9781779
744016	777557	1	1	9781779
744016	799025	1	1	9781779
679723	707787	1	1	9781783
679723	794663	1	1	9781783
788764	781463	1	1	9781845
614741	539497	1	1	9781888
614741	795295	1	1	9781888
614741	768102	1	1	9781888
668457	814972	1	1	9781993
668457	720731	1	1	9781993
668457	305746	1	1	9781993
394588	775420	1	1	9782002
319940	690962	1	1	9782117
670684	709001	1	1	9782140
670684	689500	1	1	9782140
738868	612213	1	1	9782145
738868	674046	1	1	9782145
738868	531435	1	1	9782145
582877	526343	1	1	9782151
811468	651558	1	1	9782287
686175	616614	1	1	9782373
686175	680791	1	1	9782373
754554	794663	1	1	9782454
230284	814987	1	1	9782605
381810	669629	1	1	9782619
381810	607891	1	1	9782619
817426	802148	1	1	9782732
776611	620560	1	1	9783006
776611	749038	1	1	9783006
802032	701143	1	1	9783007
704569	285024	1	1	9783036
253064	713567	1	1	9783052
253064	760854	1	1	9783052
439250	285024	1	1	9783055
30751	795598	1	1	9783069
499336	804747	1	1	9783264
814361	804747	1	1	9783412
621898	261826	1	1	9783423
621898	749354	1	1	9783423
621898	626944	1	1	9783423
621898	752678	1	1	9783423
621898	761026	1	1	9783423
621898	738065	1	1	9783423
621898	706031	1	1	9783423
621898	755905	1	1	9783423
621898	674476	1	1	9783423
621898	804747	1	1	9783423
621898	646407	1	1	9783423
621898	579624	1	1	9783423
621898	736745	1	1	9783423
734891	788827	1	1	9783663
736120	608826	1	1	9783689
441957	762873	1	1	9783692
441957	794785	1	1	9783692
441957	734891	1	1	9783692
548925	641558	1	1	9783807
789237	747642	1	1	9783987
717841	726365	1	1	9784065
717841	725140	1	1	9784065
717841	685793	1	1	9784065
717841	734134	1	1	9784065
717841	787223	1	1	9784065
243220	412564	1	1	9784160
253064	685793	1	1	9784181
601345	669897	1	1	9784244
243220	598653	1	1	9784286
734331	411924	1	1	9784326
802032	371095	1	1	9784379
802032	771638	1	1	9784379
253064	682347	1	1	9784477
253064	659624	1	1	9784477
253064	698719	1	1	9784477
544212	795789	1	1	9784505
544212	433569	1	1	9784505
544212	780835	1	1	9784505
544212	564749	1	1	9784505
544212	797141	1	1	9784505
544212	543548	1	1	9784505
544212	797269	1	1	9784505
483863	548925	1	1	9784533
483863	822412	1	1	9784533
736745	617320	1	1	9784541
725083	737773	1	1	9784626
725083	566670	1	1	9784626
725083	647135	1	1	9784626
812812	659044	1	1	9784805
739991	755905	1	1	9784848
793322	786724	1	1	9784917
687014	447610	1	1	9784935
739991	785857	1	1	9784956
739991	787223	1	1	9784956
739991	808617	1	1	9784956
790702	650728	1	1	9785103
771539	794234	1	1	9785145
130287	753726	1	1	9785203
130287	816767	1	1	9785203
771539	730454	1	1	9785223
771539	541205	1	1	9785223
740591	787223	1	1	9785446
740591	794234	1	1	9785446
811707	787223	1	1	9785464
811707	798494	1	1	9785464
811707	613757	1	1	9785464
811707	671338	1	1	9785464
805669	740765	1	1	9785467
805669	667773	1	1	9785467
706022	805257	1	1	9785565
703340	371095	1	1	9786602
566058	702093	1	1	9786671
791624	427649	1	1	9786833
796401	814859	1	1	9786956
818584	768102	1	1	9787014
818584	411924	1	1	9787014
208927	675975	1	1	9787200
523579	677992	1	1	9787220
719539	735132	1	1	9787379
442929	681246	1	1	9787580
711765	800117	1	1	9787688
810670	697912	1	1	9787710
810670	568133	1	1	9787710
458966	458966	1	1	9787872
458966	689239	1	1	9787872
384789	718845	1	1	9788166
735643	798502	1	1	9788258
87245	87245	1	1	9788453
323250	614809	1	1	9788723
821202	790200	1	1	9788960
821202	571872	1	1	9788960
734134	667863	1	1	9789096
734134	752678	1	1	9789096
734134	752678	1	1	9789096
734134	734134	1	1	9789096
734134	667863	1	1	9789096
734134	662597	1	1	9789096
734134	604786	1	1	9789096
734134	699509	1	1	9789096
734134	734134	1	1	9789096
734134	719488	1	1	9789096
734134	678714	1	1	9789096
739991	788028	1	1	9789313
739991	743713	1	1	9789313
806654	793544	1	1	9789362
767832	487203	1	1	9789480
780477	587361	1	1	9789481
780477	810435	1	1	9789481
780477	494714	1	1	9789481
780477	809733	1	1	9789481
278239	793612	1	1	9789612
600651	788448	1	1	9789837
613750	503266	1	1	9790029
253064	608610	1	1	9790128
253064	415771	1	1	9790128
253064	639285	1	1	9790128
677619	599937	1	1	9790154
677619	794853	1	1	9790154
677619	518871	1	1	9790154
759063	814307	1	1	9790328
759063	781463	1	1	9790328
804833	757512	1	1	9790459
804833	804833	1	1	9790459
804833	458966	1	1	9790459
496011	717894	1	1	9790527
800831	790272	1	1	9790562
599828	794548	1	1	9790625
116956	769036	1	1	9790721
116956	444515	1	1	9790721
116956	469234	1	1	9790721
461184	735948	1	1	9790728
805906	415280	1	1	9790797
360966	651558	1	1	9790899
360966	651558	1	1	9790899
314391	768102	1	1	9790956
314391	577595	1	1	9790956
732868	669897	1	1	9791088
732868	639154	1	1	9791088
732868	706031	1	1	9791088
732868	732868	1	1	9791088
732868	709447	1	1	9791088
732868	732868	1	1	9791088
732868	732868	1	1	9791088
732868	732868	1	1	9791088
719964	775420	1	1	9791149
719964	660833	1	1	9791149
725314	541205	1	1	9791222
725314	818455	1	1	9791222
802032	818455	1	1	9791318
253064	775420	1	1	9791410
253064	260067	1	1	9791410
253064	298178	1	1	9791410
713406	766653	1	1	9791470
771883	298178	1	1	9791507
331715	705094	1	1	9791561
488130	596444	1	1	9792006
641892	810380	1	1	9792040
641892	804747	1	1	9792040
641892	735105	1	1	9792040
596281	385498	1	1	9792068
596281	396886	1	1	9792068
792405	681044	1	1	9792111
794746	590009	1	1	9792127
353799	731124	1	1	9792166
263646	678714	1	1	9792171
263646	327310	1	1	9792171
263646	369669	1	1	9792171
41645	486045	1	1	9792222
41645	687947	1	1	9792222
395850	463092	1	1	9792237
749220	767419	1	1	9792241
